sample_index,timestamp,eeg
1697,1782309421.3807628,964
1698,1782309421.5460093,6
1699,1782309421.5460272,966
1700,1782309421.5460315,962
1701,1782309421.5460339,1
1702,1782309421.5460362,963
1703,1782309421.5460386,962
1704,1782309421.5460405,3
1705,1782309421.5460424,964
1706,1782309421.5460653,963
1707,1782309421.5460675,953
1708,1782309421.5460699,949
1709,1782309421.5460732,938
1710,1782309421.5460749,926
1711,1782309421.5460768,922
1712,1782309421.5460787,913
1713,1782309421.5460806,904
1714,1782309421.5460825,899
1715,1782309421.5460844,893
1716,1782309421.5460954,974
1717,1782309421.5460978,963
1718,1782309421.5460994,958
1719,1782309421.546101,950
1720,1782309421.5461028,948
1721,1782309421.546105,943
1722,1782309421.5461066,938
1723,1782309421.5461087,934
1724,1782309421.5461104,929
1725,1782309421.5461123,966
1726,1782309421.5461206,305
1727,1782309421.5461228,965
1728,1782309421.5461245,1
1729,1782309421.5461268,965
1730,1782309421.5461287,967
1731,1782309421.5461304,3
1732,1782309421.5461323,962
1733,1782309421.546134,966
1734,1782309421.5505438,256
1735,1782309421.5505536,252
1736,1782309421.5505567,254
1737,1782309421.5505588,253
1738,1782309421.550561,261
1739,1782309421.5505633,261
1740,1782309421.5505657,256
1741,1782309421.5505676,257
1742,1782309421.5505698,258
1743,1782309421.5505714,962
1744,1782309421.6474183,968
1745,1782309421.6474657,966
1746,1782309421.647468,966
1747,1782309421.6474693,964
1748,1782309421.647471,967
1749,1782309421.7026854,966
1750,1782309421.7027013,966
1751,1782309421.7027037,965
1752,1782309421.7027054,968
1753,1782309421.702707,972
1754,1782309421.8535583,965
1755,1782309421.853602,970
1756,1782309421.8536062,967
1757,1782309421.8536093,972
1758,1782309421.8536134,968
1759,1782309422.0560865,967
1760,1782309422.056106,968
1761,1782309422.0561106,968
1762,1782309422.0561142,966
1763,1782309422.0561178,968
1764,1782309422.0561492,965
1765,1782309422.0561523,966
1766,1782309422.0563061,966
1767,1782309422.056319,969
1768,1782309422.056323,964
1769,1782309422.4668376,969
1770,1782309422.466849,967
1771,1782309422.4668508,970
1772,1782309422.4668527,965
1773,1782309422.4668543,967
1774,1782309422.4668698,967
1775,1782309422.466871,970
1776,1782309422.466872,965
1777,1782309422.4668734,969
1778,1782309422.466875,969
1779,1782309422.4668808,969
1780,1782309422.4668822,970
1781,1782309422.4668834,968
1782,1782309422.4668846,974
1783,1782309422.4668858,969
1784,1782309422.4668903,969
1785,1782309422.4668913,968
1786,1782309422.4668922,969
1787,1782309422.4668937,9
1788,1782309422.466895,969
1789,1782309422.466896,973
1790,1782309422.6724377,966
1791,1782309422.6724536,966
1792,1782309422.6724558,968
1793,1782309422.6724577,969
1794,1782309422.6724591,966
1795,1782309422.6740847,971
1796,1782309422.674088,965
1797,1782309422.6740892,970
1798,1782309422.6740901,968
1799,1782309422.6740913,967
1800,1782309422.6880345,968
1801,1782309422.6880412,967
1802,1782309422.6880424,963
1803,1782309422.6880436,971
1804,1782309422.6880445,970
1805,1782309422.8775806,968
1806,1782309422.8776004,972
1807,1782309422.8776028,967
1808,1782309422.877604,972
1809,1782309422.8776052,966
1810,1782309422.9003797,970
1811,1782309422.900384,970
1812,1782309422.9003854,969
1813,1782309422.9003863,971
1814,1782309422.9003875,969
1815,1782309423.28426,968
1816,1782309423.2842755,973
1817,1782309423.2842774,968
1818,1782309423.284279,975
1819,1782309423.284281,969
1820,1782309423.284305,971
1821,1782309423.2843122,968
1822,1782309423.2843142,971
1823,1782309423.2843156,972
1824,1782309423.2843168,973
1825,1782309423.2843232,968
1826,1782309423.284325,970
1827,1782309423.2843256,970
1828,1782309423.2843266,971
1829,1782309423.284328,972
1830,1782309423.2886407,972
1831,1782309423.2886512,969
1832,1782309423.2886553,971
1833,1782309423.2886584,972
1834,1782309423.2886612,971
1835,1782309423.4293046,969
1836,1782309423.4293187,973
1837,1782309423.42932,972
1838,1782309423.4293218,973
1839,1782309423.4293227,972
1840,1782309423.6937914,970
1841,1782309423.6938019,969
1842,1782309423.6938043,972
1843,1782309423.6938074,972
1844,1782309423.6938086,972
1845,1782309423.6952705,969
1846,1782309423.6952734,967
1847,1782309423.6952748,974
1848,1782309423.6952758,971
1849,1782309423.695277,971
1850,1782309423.6953523,971
1851,1782309423.6953537,972
1852,1782309423.6953547,968
1853,1782309423.6953557,968
1854,1782309423.6953566,972
1855,1782309423.9021075,973
1856,1782309423.9021263,970
1857,1782309423.9021282,964
1858,1782309423.9021294,972
1859,1782309423.9021308,973
1860,1782309423.9021525,971
1861,1782309423.902154,973
1862,1782309423.9021552,973
1863,1782309423.9021564,973
1864,1782309423.902157,971
1865,1782309424.3120968,972
1866,1782309424.312113,972
1867,1782309424.312115,968
1868,1782309424.3121161,971
1869,1782309424.3121176,968
1870,1782309424.3121302,973
1871,1782309424.312132,967
1872,1782309424.3121328,970
1873,1782309424.3121338,969
1874,1782309424.3121352,972
1875,1782309424.3121424,970
1876,1782309424.3121436,971
1877,1782309424.3121448,971
1878,1782309424.3121455,963
1879,1782309424.3121464,973
1880,1782309424.312151,971
1881,1782309424.3121524,971
1882,1782309424.312153,971
1883,1782309424.312154,970
1884,1782309424.3121552,966
1885,1782309424.513203,974
1886,1782309424.5132182,971
1887,1782309424.5132198,973
1888,1782309424.5132217,971
1889,1782309424.5132234,973
1890,1782309424.5132382,967
1891,1782309424.5132399,969
1892,1782309424.5132408,973
1893,1782309424.513242,972
1894,1782309424.5132432,968
1895,1782309424.722322,971
1896,1782309424.7223437,969
1897,1782309424.7223458,971
1898,1782309424.722348,972
1899,1782309424.7223494,971
1900,1782309424.7240474,970
1901,1782309424.7240503,972
1902,1782309424.7240512,971
1903,1782309424.7240522,972
1904,1782309424.724053,972
1905,1782309425.1300836,971
1906,1782309425.130102,972
1907,1782309425.1301038,970
1908,1782309425.1301048,971
1909,1782309425.130106,974
1910,1782309425.1301174,971
1911,1782309425.1301188,968
1912,1782309425.13012,978
1913,1782309425.1301212,967
1914,1782309425.1301222,972
1915,1782309425.1301281,972
1916,1782309425.1301293,974
1917,1782309425.1301305,972
1918,1782309425.1301315,972
1919,1782309425.1301324,972
1920,1782309425.1312122,973
1921,1782309425.131214,970
1922,1782309425.1312149,973
1923,1782309425.131216,970
1924,1782309425.1312172,973
1925,1782309425.332597,971
1926,1782309425.3326116,969
1927,1782309425.3326137,971
1928,1782309425.3326154,973
1929,1782309425.3326163,972
1930,1782309425.3326306,972
1931,1782309425.332632,973
1932,1782309425.3326335,969
1933,1782309425.3326347,973
1934,1782309425.332636,972
1935,1782309425.4483654,973
1936,1782309425.4483807,969
1937,1782309425.4483821,972
1938,1782309425.448384,970
1939,1782309425.448386,970
1940,1782309425.7455006,974
1941,1782309425.7455094,972
1942,1782309425.745511,971
1943,1782309425.7455127,970
1944,1782309425.745514,970
1945,1782309425.7469375,973
1946,1782309425.7469401,973
1947,1782309425.7469413,972
1948,1782309425.7469425,973
1949,1782309425.7469432,971
1950,1782309425.7469501,973
1951,1782309425.746951,972
1952,1782309425.7469523,971
1953,1782309425.7469537,973
1954,1782309425.7469547,974
1955,1782309425.9492064,972
1956,1782309425.949221,973
1957,1782309425.9492226,972
1958,1782309425.9492245,973
1959,1782309425.949226,969
1960,1782309425.9503672,973
1961,1782309425.9503715,976
1962,1782309425.950373,968
1963,1782309425.9503744,971
1964,1782309425.9503763,965
1965,1782309426.5671842,977
1966,1782309426.5672088,972
1967,1782309426.5672112,973
1968,1782309426.5672128,974
1969,1782309426.567214,972
1970,1782309426.5738544,972
1971,1782309426.573858,967
1972,1782309426.5738592,974
1973,1782309426.5738606,972
1974,1782309426.5738616,973
1975,1782309426.5738707,971
1976,1782309426.5738716,974
1977,1782309426.5738728,974
1978,1782309426.5738738,972
1979,1782309426.573875,973
1980,1782309426.5739014,967
1981,1782309426.5739024,975
1982,1782309426.5739033,974
1983,1782309426.573904,975
1984,1782309426.5739055,971
1985,1782309426.5739105,973
1986,1782309426.5739117,975
1987,1782309426.5739126,975
1988,1782309426.5739136,969
1989,1782309426.5739148,971
1990,1782309426.769509,973
1991,1782309426.7695293,972
1992,1782309426.7695312,972
1993,1782309426.7695332,971
1994,1782309426.7695348,972
1995,1782309426.7710018,972
1996,1782309426.7710044,972
1997,1782309426.7710056,974
1998,1782309426.7710068,973
1999,1782309426.7710085,970
2000,1782309426.7735264,972
2001,1782309426.7735283,973
2002,1782309426.773529,971
2003,1782309426.77353,973
2004,1782309426.7735314,978
2005,1782309426.7962928,972
2006,1782309426.7963068,974
2007,1782309426.7963097,972
2008,1782309426.796312,975
2009,1782309426.796314,969
2010,1782309426.9991033,976
2011,1782309426.9991276,972
2012,1782309426.9991317,976
2013,1782309426.9991353,971
2014,1782309426.9991386,979
2015,1782309427.0619042,974
2016,1782309427.0619233,974
2017,1782309427.0619268,973
2018,1782309427.0619297,974
2019,1782309427.0619318,970
2020,1782309427.1255677,977
2021,1782309427.1255856,970
2022,1782309427.1255887,976
2023,1782309427.125591,974
2024,1782309427.1255932,964
2025,1782309427.1913593,973
2026,1782309427.1913772,971
2027,1782309427.1913803,971
2028,1782309427.191383,974
2029,1782309427.1913853,972
2030,1782309427.3082566,976
2031,1782309427.3082778,969
2032,1782309427.3082824,972
2033,1782309427.308286,975
2034,1782309427.3082895,973
2035,1782309427.4328985,977
2036,1782309427.4329095,972
2037,1782309427.4329114,971
2038,1782309427.4329128,972
2039,1782309427.432914,976
2040,1782309427.5067418,973
2041,1782309427.5067604,977
2042,1782309427.5067637,972
2043,1782309427.506766,972
2044,1782309427.5067685,975
2045,1782309427.6248183,976
2046,1782309427.6248374,972
2047,1782309427.624841,976
2048,1782309427.6248443,970
2049,1782309427.6248474,976
2050,1782309427.6861582,972
2051,1782309427.686275,974
2052,1782309427.686278,972
2053,1782309427.6862807,977
2054,1782309427.686283,972
2055,1782309427.7900178,975
2056,1782309427.79003,972
2057,1782309427.7900338,974
2058,1782309427.7900362,975
2059,1782309427.7900388,976
2060,1782309428.0120106,974
2061,1782309428.012026,972
2062,1782309428.0120292,975
2063,1782309428.0120313,970
2064,1782309428.0120347,978
2065,1782309428.6087916,973
2066,1782309428.6088088,972
2067,1782309428.6088119,972
2068,1782309428.6088142,974
2069,1782309428.6088166,973
2070,1782309428.6096423,974
2071,1782309428.6096468,971
2072,1782309428.6096485,974
2073,1782309428.60965,971
2074,1782309428.609651,973
2075,1782309428.60975,973
2076,1782309428.6097565,976
2077,1782309428.6097574,976
2078,1782309428.6097584,975
2079,1782309428.60976,975
2080,1782309428.6097946,973
2081,1782309428.6097965,972
2082,1782309428.6097977,976
2083,1782309428.6097991,971
2084,1782309428.6098003,975
2085,1782309428.609819,974
2086,1782309428.6098204,976
2087,1782309428.609821,971
2088,1782309428.6098223,973
2089,1782309428.609823,964
2090,1782309428.6098385,974
2091,1782309428.60984,971
2092,1782309428.6098413,973
2093,1782309428.609842,972
2094,1782309428.6098433,972
2095,1782309428.61402,974
2096,1782309428.6140292,974
2097,1782309428.6140306,972
2098,1782309428.614032,971
2099,1782309428.6140332,975
2100,1782309428.8345594,974
2101,1782309428.8345718,971
2102,1782309428.8345747,974
2103,1782309428.834577,972
2104,1782309428.8345804,968
2105,1782309428.836454,977
2106,1782309428.8364568,971
2107,1782309428.836458,974
2108,1782309428.836459,967
2109,1782309428.83646,974
2110,1782309429.0186305,970
2111,1782309429.0186455,976
2112,1782309429.0186477,973
2113,1782309429.0186489,974
2114,1782309429.01865,969
2115,1782309429.0187814,973
2116,1782309429.0187833,970
2117,1782309429.0187845,978
2118,1782309429.018786,972
2119,1782309429.0187871,973
2120,1782309429.2458427,969
2121,1782309429.2458572,976
2122,1782309429.2458594,972
2123,1782309429.2458608,975
2124,1782309429.2458622,971
2125,1782309429.245996,973
2126,1782309429.2459977,973
2127,1782309429.2459989,973
2128,1782309429.246001,974
2129,1782309429.246002,973
2130,1782309429.5307312,971
2131,1782309429.5307493,970
2132,1782309429.5307527,974
2133,1782309429.530755,972
2134,1782309429.5307577,974
2135,1782309429.5309389,970
2136,1782309429.5309412,974
2137,1782309429.5309432,971
2138,1782309429.530945,973
2139,1782309429.5309467,969
2140,1782309429.530995,975
2141,1782309429.5309973,968
2142,1782309429.5309992,977
2143,1782309429.531001,974
2144,1782309429.5310047,974
2145,1782309429.657164,970
2146,1782309429.6571822,974
2147,1782309429.6571853,971
2148,1782309429.6571877,974
2149,1782309429.6571896,974
2150,1782309429.8379552,977
2151,1782309429.837967,972
2152,1782309429.83797,976
2153,1782309429.8379726,972
2154,1782309429.837975,973
2155,1782309429.8396409,972
2156,1782309429.8396435,969
2157,1782309429.8396447,970
2158,1782309429.8396454,972
2159,1782309429.8396466,973
2160,1782309430.04561,972
2161,1782309430.0456245,974
2162,1782309430.045628,975
2163,1782309430.0456307,974
2164,1782309430.045633,971
2165,1782309430.0559132,973
2166,1782309430.0559292,972
2167,1782309430.0559335,971
2168,1782309430.0559368,972
2169,1782309430.0559402,974
2170,1782309430.0847828,972
2171,1782309430.0848007,1
2172,1782309430.0848062,975
2173,1782309430.08481,972
2174,1782309430.0848134,3
2175,1782309430.0848165,973
2176,1782309430.0848196,971
2177,1782309430.2477133,976
2178,1782309430.2477324,970
2179,1782309430.247736,973
2180,1782309430.2477403,967
2181,1782309430.2477436,972
2182,1782309430.452589,972
2183,1782309430.4526098,970
2184,1782309430.4526143,971
2185,1782309430.452618,969
2186,1782309430.4526207,973
2187,1782309430.4589543,968
2188,1782309430.4589636,973
2189,1782309430.458966,971
2190,1782309430.4589682,972
2191,1782309430.4589698,971
2192,1782309430.657193,973
2193,1782309430.6572247,971
2194,1782309430.657229,11
2195,1782309430.657233,973
2196,1782309430.6572359,972
2197,1782309430.657239,971
2198,1782309430.6580436,970
2199,1782309430.6580498,973
2200,1782309430.6580534,971
2201,1782309430.658056,972
2202,1782309430.6580582,972
2203,1782309430.6842825,973
2204,1782309430.6842995,971
2205,1782309430.6843038,973
2206,1782309430.6843073,971
2207,1782309430.6843102,938
2208,1782309430.8644714,977
2209,1782309430.8644845,948
2210,1782309430.8644881,970
2211,1782309430.864491,960
2212,1782309430.8644938,970
2213,1782309430.89496,959
2214,1782309430.8949714,972
2215,1782309430.894974,967
2216,1782309430.8949761,971
2217,1782309430.8949778,971
2218,1782309431.0670846,974
2219,1782309431.067101,972
2220,1782309431.0671034,30
2221,1782309431.0671065,978
2222,1782309431.067109,970
2223,1782309431.067111,25
2224,1782309431.0671144,974
2225,1782309431.0904045,975
2226,1782309431.090417,19
2227,1782309431.09042,972
2228,1782309431.0904217,973
2229,1782309431.0904236,13
2230,1782309431.090425,971
2231,1782309431.0904267,973
2232,1782309431.2745101,975
2233,1782309431.27453,974
2234,1782309431.2745342,973
2235,1782309431.2745373,973
2236,1782309431.27454,893
2237,1782309431.3148007,972
2238,1782309431.314816,901
2239,1782309431.3148196,972
2240,1782309431.3148224,914
2241,1782309431.3148248,974
2242,1782309431.6814592,924
2243,1782309431.681476,974
2244,1782309431.6814792,935
2245,1782309431.6814818,973
2246,1782309431.6814837,952
2247,1782309431.969787,975
2248,1782309431.9697978,956
2249,1782309431.9698007,51
2250,1782309431.9698036,974
2251,1782309431.9698062,966
2252,1782309431.969809,55
2253,1782309431.9698114,975
2254,1782309432.299061,971
2255,1782309432.299079,46
2256,1782309432.2990828,972
2257,1782309432.2990863,967
2258,1782309432.2990892,38
2259,1782309432.2990913,975
2260,1782309432.299094,974
2261,1782309432.2993112,34
2262,1782309432.2993126,972
2263,1782309432.299314,970
2264,1782309432.2993152,32
2265,1782309432.2993162,970
2266,1782309432.2993176,971
2267,1782309432.2993188,20
2268,1782309432.2993202,841
2269,1782309432.2993488,971
2270,1782309432.2993503,16
2271,1782309432.2993515,854
2272,1782309432.299353,971
2273,1782309432.2993543,11
2274,1782309432.2993555,868
2275,1782309432.2993565,973
2276,1782309432.2993894,880
2277,1782309432.2993906,973
2278,1782309432.2993917,887
2279,1782309432.2993927,974
2280,1782309432.299394,898
2281,1782309432.299413,976
2282,1782309432.2994142,906
2283,1782309432.2994156,83
2284,1782309432.2994182,972
2285,1782309432.2994194,916
2286,1782309432.2994206,75
2287,1782309432.2994218,971
2288,1782309432.2994416,929
2289,1782309432.2994432,71
2290,1782309432.2994447,973
2291,1782309432.2994466,939
2292,1782309432.299448,64
2293,1782309432.2994494,974
2294,1782309432.2994509,949
2295,1782309432.2994761,63
2296,1782309432.2994776,974
2297,1782309432.299479,959
2298,1782309432.2994807,54
2299,1782309432.2994819,972
2300,1782309432.299483,967
2301,1782309432.2994845,48
2302,1782309432.299486,779
2303,1782309432.299503,972
2304,1782309432.2995043,51
2305,1782309432.2995055,792
2306,1782309432.2995064,969
2307,1782309432.2995074,43
2308,1782309432.2995088,810
2309,1782309432.2995098,972
2310,1782309432.500874,36
2311,1782309432.5008922,825
2312,1782309432.500896,971
2313,1782309432.5008986,30
2314,1782309432.5009007,836
2315,1782309432.5009031,971
2316,1782309432.500906,24
2317,1782309432.5009081,847
2318,1782309432.5010858,973
2319,1782309432.5010881,12
2320,1782309432.5010915,859
2321,1782309432.5010939,124
2322,1782309432.5010967,972
2323,1782309432.5010984,1
2324,1782309432.5011005,867
2325,1782309432.501103,115
2326,1782309432.5011048,975
2327,1782309432.7052593,875
2328,1782309432.7052765,111
2329,1782309432.70528,972
2330,1782309432.705283,892
2331,1782309432.7052853,103
2332,1782309432.705288,977
2333,1782309432.7052903,899
2334,1782309432.7253637,88
2335,1782309432.7253764,973
2336,1782309432.72538,911
2337,1782309432.7253828,82
2338,1782309432.7253852,974
2339,1782309432.7254581,924
2340,1782309432.7254605,78
2341,1782309432.7254624,716
2342,1782309432.9103677,930
2343,1782309432.9103868,73
2344,1782309432.9103897,729
2345,1782309432.9103928,944
2346,1782309432.910395,65
2347,1782309432.9103973,744
2348,1782309432.9103992,954
2349,1782309432.9106083,60
2350,1782309432.9106107,761
2351,1782309432.9106128,963
2352,1782309432.9106503,53
2353,1782309432.9106963,774
2354,1782309432.9107015,972
2355,1782309432.9107049,43
2356,1782309432.9107082,802
2357,1782309433.1180208,973
2358,1782309433.118036,28
2359,1782309433.1180403,823
2360,1782309433.1180437,142
2361,1782309433.1180465,975
2362,1782309433.1180496,8
2363,1782309433.1180522,847
2364,1782309433.1180556,117
2365,1782309433.1180582,976
2366,1782309433.1202204,881
2367,1782309433.1202235,75
2368,1782309433.1202252,974
2369,1782309433.1202266,840
2370,1782309433.1202276,303
2371,1782309433.1202285,983
2372,1782309433.1202302,16
2373,1782309433.1202312,977
2374,1782309433.4129274,313
2375,1782309433.4129448,984
2376,1782309433.4129493,51
2377,1782309433.4129527,984
2378,1782309433.4129558,320
2379,1782309433.4129584,982
2380,1782309433.4129612,83
2381,1782309433.4129634,978
2382,1782309433.4129655,337
2383,1782309433.4129677,831
2384,1782309433.413411,89
2385,1782309433.4134135,983
2386,1782309433.4134154,331
2387,1782309433.4134164,865
2388,1782309433.4134178,81
2389,1782309433.413419,982
2390,1782309433.41342,318
2391,1782309433.4134214,884
2392,1782309433.413423,73
2393,1782309433.4134247,989
2394,1782309433.4134645,307
2395,1782309433.4134662,911
2396,1782309433.4134672,63
2397,1782309433.4134681,980
2398,1782309433.413469,302
2399,1782309433.41347,932
2400,1782309433.4134712,54
2401,1782309433.4134724,979
2402,1782309433.4134738,289
2403,1782309433.4134748,949
2404,1782309433.531462,47
2405,1782309433.5314794,984
2406,1782309433.5314832,278
2407,1782309433.5314858,967
2408,1782309433.5314877,543
2409,1782309433.5314896,980
2410,1782309433.5314915,272
2411,1782309433.5314937,975
2412,1782309433.5314956,530
2413,1782309433.5314977,984
2414,1782309433.7293766,254
2415,1782309433.7293944,976
2416,1782309433.7293987,515
2417,1782309433.7294014,981
2418,1782309433.729404,240
2419,1782309433.729406,975
2420,1782309433.7294085,489
2421,1782309433.7294106,979
2422,1782309433.729413,218
2423,1782309433.7294152,982
2424,1782309433.7301667,469
2425,1782309433.7301714,985
2426,1782309433.730174,209
2427,1782309433.7301762,982
2428,1782309433.7301784,458
2429,1782309433.7301803,985
2430,1782309433.7301824,200
2431,1782309433.730184,979
2432,1782309433.730187,442
2433,1782309433.7301893,672
2434,1782309433.9344277,185
2435,1782309433.9344459,981
2436,1782309433.9344494,424
2437,1782309433.934452,681
2438,1782309433.9344552,176
2439,1782309433.9344575,979
2440,1782309433.9344602,413
2441,1782309433.9344623,687
2442,1782309433.9344647,163
2443,1782309433.934467,982
2444,1782309433.9346836,398
2445,1782309433.9346867,704
2446,1782309433.934689,149
2447,1782309433.9346912,979
2448,1782309433.9346943,391
2449,1782309433.9346967,726
2450,1782309433.9346988,136
2451,1782309433.9347007,981
2452,1782309433.9347026,371
2453,1782309433.9347045,751
2454,1782309434.1421862,123
2455,1782309434.1422343,981
2456,1782309434.142239,357
2457,1782309434.1422412,781
2458,1782309434.1422439,663
2459,1782309434.1422462,985
2460,1782309434.1422486,347
2461,1782309434.1422505,804
2462,1782309434.1422524,644
2463,1782309434.1422544,982
2464,1782309434.1447775,324
2465,1782309434.1447809,832
2466,1782309434.144782,626
2467,1782309434.1447833,978
2468,1782309434.144785,310
2469,1782309434.144786,861
2470,1782309434.1447866,613
2471,1782309434.144788,981
2472,1782309434.144789,296
2473,1782309434.1447897,876
2474,1782309434.3535676,584
2475,1782309434.3535852,975
2476,1782309434.3535886,280
2477,1782309434.353591,905
2478,1782309434.3535938,559
2479,1782309434.3535967,984
2480,1782309434.3535993,266
2481,1782309434.3536012,933
2482,1782309434.3536036,549
2483,1782309434.3536057,618
2484,1782309434.3537495,253
2485,1782309434.353752,962
2486,1782309434.3537536,517
2487,1782309434.3537557,616
2488,1782309434.353758,237
2489,1782309434.3537602,972
2490,1782309434.3537624,492
2491,1782309434.3537638,629
2492,1782309434.3537655,226
2493,1782309434.3537672,973
2494,1782309434.548718,480
2495,1782309434.5487328,663
2496,1782309434.5487351,214
2497,1782309434.548737,977
2498,1782309434.5487385,465
2499,1782309434.5487401,633
2500,1782309434.5487416,202
2501,1782309434.5487437,977
2502,1782309434.5487454,454
2503,1782309434.5487473,639
2504,1782309434.764101,190
2505,1782309434.7641165,972
2506,1782309434.7641194,435
2507,1782309434.7641208,650
2508,1782309434.7641227,751
2509,1782309434.7641242,976
2510,1782309434.764126,417
2511,1782309434.7641275,652
2512,1782309434.764131,732
2513,1782309434.7641323,982
2514,1782309434.7643666,405
2515,1782309434.764369,671
2516,1782309434.76437,719
2517,1782309434.764371,986
2518,1782309434.764372,389
2519,1782309434.7643733,696
2520,1782309434.7643743,702
2521,1782309434.7643754,981
2522,1782309434.7643769,375
2523,1782309434.7643776,729
2524,1782309434.7649412,689
2525,1782309434.7649426,982
2526,1782309434.7649436,357
2527,1782309434.7649443,750
2528,1782309434.7649457,666
2529,1782309434.764947,983
2530,1782309434.7649477,339
2531,1782309434.7649488,775
2532,1782309434.76495,658
2533,1782309434.7649512,581
2534,1782309434.959281,327
2535,1782309434.9592984,801
2536,1782309434.9593017,627
2537,1782309434.959304,581
2538,1782309434.959306,309
2539,1782309434.9593081,829
2540,1782309434.9593112,609
2541,1782309434.9593134,587
2542,1782309434.9593155,295
2543,1782309434.9593172,848
2544,1782309435.17672,593
2545,1782309435.176733,590
2546,1782309435.176736,283
2547,1782309435.1767385,870
2548,1782309435.1767414,576
2549,1782309435.1767433,596
2550,1782309435.1767454,266
2551,1782309435.1767476,896
2552,1782309435.1767492,548
2553,1782309435.1767514,600
2554,1782309435.178462,257
2555,1782309435.178466,924
2556,1782309435.178467,534
2557,1782309435.178468,604
2558,1782309435.178469,866
2559,1782309435.17847,946
2560,1782309435.1784706,516
2561,1782309435.1784716,605
2562,1782309435.1784728,842
2563,1782309435.1784737,967
2564,1782309435.1784964,492
2565,1782309435.1784973,611
2566,1782309435.1784983,807
2567,1782309435.178499,973
2568,1782309435.1785,473
2569,1782309435.178501,616
2570,1782309435.1785018,732
2571,1782309435.1785028,980
2572,1782309435.1785042,457
2573,1782309435.1785052,621
2574,1782309435.1861534,784
2575,1782309435.1861646,978
2576,1782309435.1861677,441
2577,1782309435.18617,625
2578,1782309435.1861722,761
2579,1782309435.186174,983
2580,1782309435.186176,416
2581,1782309435.186178,636
2582,1782309435.1861799,747
2583,1782309435.1861815,535
2584,1782309435.3699663,408
2585,1782309435.369983,639
2586,1782309435.3699853,730
2587,1782309435.3699868,533
2588,1782309435.3699887,395
2589,1782309435.36999,651
2590,1782309435.3699918,709
2591,1782309435.3699927,540
2592,1782309435.3699944,376
2593,1782309435.369996,679
2594,1782309435.5875952,698
2595,1782309435.58761,551
2596,1782309435.5876122,366
2597,1782309435.587614,701
2598,1782309435.5876155,680
2599,1782309435.5876167,553
2600,1782309435.5876179,345
2601,1782309435.5876193,726
2602,1782309435.5876203,664
2603,1782309435.5876217,554
2604,1782309435.6070673,332
2605,1782309435.6070797,751
2606,1782309435.6070833,652
2607,1782309435.6070862,558
2608,1782309435.6070888,952
2609,1782309435.6070907,786
2610,1782309435.6070926,628
2611,1782309435.6070948,562
2612,1782309435.607097,932
2613,1782309435.6070988,811
2614,1782309435.621768,596
2615,1782309435.6217818,568
2616,1782309435.6217852,915
2617,1782309435.6217878,832
2618,1782309435.62179,589
2619,1782309435.6217923,572
2620,1782309435.6217942,899
2621,1782309435.6217964,861
2622,1782309435.6217988,561
2623,1782309435.6218004,577
2624,1782309435.7788067,882
2625,1782309435.7788868,887
2626,1782309435.7788906,540
2627,1782309435.778893,579
2628,1782309435.7788954,871
2629,1782309435.7788978,908
2630,1782309435.7789,522
2631,1782309435.7789023,584
2632,1782309435.778904,856
2633,1782309435.778906,480
2634,1782309435.7864594,500
2635,1782309435.7864752,591
2636,1782309435.7864797,830
2637,1782309435.7864826,483
2638,1782309435.786486,475
2639,1782309435.7864888,591
2640,1782309435.7864916,817
2641,1782309435.7864945,488
2642,1782309435.7864974,462
2643,1782309435.7864997,597
2644,1782309436.027746,798
2645,1782309436.0277598,494
2646,1782309436.0277624,448
2647,1782309436.0277648,601
2648,1782309436.0277665,774
2649,1782309436.0277681,503
2650,1782309436.0277703,429
2651,1782309436.027772,611
2652,1782309436.0277736,756
2653,1782309436.0277753,510
2654,1782309436.1920295,418
2655,1782309436.1920404,614
2656,1782309436.192043,729
2657,1782309436.192045,514
2658,1782309436.1920476,969
2659,1782309436.1920497,622
2660,1782309436.1920512,721
2661,1782309436.1920528,519
2662,1782309436.1920543,971
2663,1782309436.1920557,634
2664,1782309436.1944664,701
2665,1782309436.1944706,519
2666,1782309436.1944728,968
2667,1782309436.1944742,654
2668,1782309436.1944754,689
2669,1782309436.1944768,525
2670,1782309436.194478,972
2671,1782309436.1944795,684
2672,1782309436.194481,675
2673,1782309436.194482,540
2674,1782309436.1945262,972
2675,1782309436.1945288,707
2676,1782309436.1945307,658
2677,1782309436.1945329,539
2678,1782309436.1945353,966
2679,1782309436.1945372,728
2680,1782309436.1945395,641
2681,1782309436.1945415,541
2682,1782309436.1945438,950
2683,1782309436.1945462,421
2684,1782309436.3931367,622
2685,1782309436.3931563,545
2686,1782309436.3931599,936
2687,1782309436.3931632,426
2688,1782309436.3931663,603
2689,1782309436.393169,541
2690,1782309436.3931725,921
2691,1782309436.3931754,431
2692,1782309436.3931777,582
2693,1782309436.3931801,556
2694,1782309436.393431,904
2695,1782309436.393434,440
2696,1782309436.3934364,565
2697,1782309436.393439,560
2698,1782309436.3934414,889
2699,1782309436.393444,445
2700,1782309436.3934462,544
2701,1782309436.3934486,563
2702,1782309436.3934526,880
2703,1782309436.3934553,451
2704,1782309436.5974462,518
2705,1782309436.5974598,569
2706,1782309436.5974631,859
2707,1782309436.5974655,452
2708,1782309436.597468,971
2709,1782309436.5974703,572
2710,1782309436.597473,838
2711,1782309436.5974753,459
2712,1782309436.5974777,971
